Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Punishment Pack contents,Notes
5/21/2022 11:28:45,Joel L - Instinctive#21903,Kyle W - EtherEngineer#51748,2-1,,1,ggs tough games wp
5/21/2022 11:35:51,Caleb G - Whynaut#28590,Serge T - Sergyboy514#39979,2-0,,1,
5/21/2022 11:39:17,Randy F - Ezrem#08922,Paul G - TheDragon#61289,2-0,,1,
5/21/2022 11:54:18,Cody-Rayce MG - Rayce#56572,Serge T - Sergyboy514#39979,2-0,,1,ggs
5/21/2022 12:15:24,Andrew A - Mapo Dofu#77365,Jason M - experientialist#23057,2-0,,1,
5/21/2022 12:16:57,Damian S - ButCrackMagic#71223,Randy F - Ezrem#08922,2-0,,1,
5/21/2022 12:18:15,Emmett F - Sepulchure#51526,Joel L - Instinctive#21903,2-1,,1,
5/21/2022 13:27:58,Kyle W - EtherEngineer#51748,Carson C - carsoncaruso#98225,2-1,,1,
5/21/2022 14:17:09,Devin L - Dalopi#45146,Adam S - wizma#29010,2-1,,1,
5/21/2022 14:19:47,Carson C - carsoncaruso#98225,Emmett F - Sepulchure#51526,2-1,,1,GGs! Super close
5/21/2022 14:39:01,Christopher G - oompaloompa#65002,Joel L - Instinctive#21903,2-1,,1,
5/21/2022 14:44:18,Carson C - carsoncaruso#98225,Maxime R - Tasigurr#89921,2-1,,1,
5/21/2022 15:16:24,Oskar T - ossytubbi#87966,Robby P - Locke_009#22200,2-1,,1,
5/21/2022 15:25:20,Carson C - carsoncaruso#98225,Gordon C - Chocobro#30910,2-1,,1,
5/21/2022 15:39:53,Jake C - the_man_mulcahey#74753,Devin L - Dalopi#45146,2-1,,1,ggs well played
5/21/2022 16:12:55,Michael M - Atombomb11991#07305,Devin L - Dalopi#45146,2-0,,1,
5/21/2022 16:22:28,Christopher G - oompaloompa#65002,Olivier F - NephilimOli#21523,2-0,,1,
5/21/2022 16:27:01,Oskar T - ossytubbi#87966,Mats K - MakroGames#12872,2-1,,1,
5/21/2022 16:46:43,Martin E - Meep#87492,Richard K - preacher26#59445,2-0,,1,
5/21/2022 16:52:34,Sean Sm - UnknownThursday#95034,Helge B - turd_burglar#45671,2-1,,1,
5/21/2022 17:34:27,Kyle W - EtherEngineer#51748,Sterling R - silversire#93731,2-1,,1,
5/21/2022 17:47:21,Paul G - TheDragon#61289,Olivier F - NephilimOli#21523,2-1,,1,
5/21/2022 17:49:07,Ryan D - TheSlickness#10857,Christopher G - oompaloompa#65002,2-0,,1,Great games!
5/21/2022 17:57:53,Coleman N - avo#92320,Sterling R - silversire#93731,2-0,,1,
5/21/2022 18:01:05,Noel S - Stopgap#13873,Mitchel S - SpaghettiMitch#18619,2-1,,1,
5/21/2022 19:15:05,Grey H - grensley#2960,Nicholas K - Bionick#55161,2-0,,1,
5/21/2022 19:46:50,Chris P - Joker01#66827,Gordon C - Chocobro#30910,2-0,,1,
5/21/2022 20:31:11,Russell S - rstad#89052,Coleman N - avo#92320,2-0,,1,
5/21/2022 20:56:17,Russell S - rstad#89052,Olivier F - NephilimOli#21523,2-0,,1,
5/21/2022 21:04:04,Joel L - Instinctive#21903,Maranda L - BlackCanary#59791,2-1,,1,ggs wp
5/21/2022 22:35:53,Ryan D - TheSlickness#10857,Ade A - Blizz#50660,2-1,,1,
5/21/2022 23:27:47,Krzys H - FaceBeardMcBeard#24731,Sylvain T - Iquitos#15484,2-0,,1,
5/22/2022 1:46:04,Sawyer T - soyboy#35469,Michael M - Atombomb11991#07305,2-0,,1,
5/22/2022 3:14:16,Helge B - turd_burglar#45671,Michael M - Atombomb11991#07305,2-0,,1,
5/22/2022 11:05:51,Ryan D - TheSlickness#10857,Johnny M - Johnny#69519,2-0,,1,
5/22/2022 11:37:04,Shuo L - Tamamo#30654,Serge T - Sergyboy514#39979,2-1,,1,
5/22/2022 12:05:20,Kyle W - EtherEngineer#51748,Serge T - Sergyboy514#39979,2-0,,1,
5/22/2022 14:30:36,Nicholas P - Ami3vil?#84889,Johnny M - Johnny#69519,2-1,,1,GGs!
5/22/2022 14:55:22,John P - gokuorgohome#51511,Rafael F - prudent#24319,2-1,,1,
5/22/2022 18:09:04,Adam S - wizma#29010,Maranda L - BlackCanary#59791,2-1,,1,"Really excellent, well played games! I’m sorry about the nail-biting loss, we both deserved a win there "
5/22/2022 18:48:35,Jakub K - Terrence McKenna#95766,Mike P - UnwieldyBiscuit#26471,2-0,,1,
5/22/2022 19:19:42,Mitchel S - SpaghettiMitch#18619,Mike P - UnwieldyBiscuit#26471,2-0,,,
5/22/2022 19:24:51,Brian R - admiral_ace#37121,Jeremy E - Lhurgoyf#37289,2-1,,1,
5/22/2022 19:38:31,Jakub K - Terrence McKenna#95766,Russell S - rstad#89052,2-1,,1,
5/22/2022 19:52:34,Coleman N - avo#92320,Marley L - BeautyAndTheGitrog#98732,2-1,,1,
5/22/2022 20:57:27,Christopher G - oompaloompa#65002,Brian R - admiral_ace#37121,2-0,,1,
5/22/2022 21:18:26,Richard K - preacher26#59445,Chris P - Joker01#66827,2-1,,1,
5/22/2022 21:53:26,Jay S - trainyaj#13755,Marley L - BeautyAndTheGitrog#98732,2-0,,1,
5/22/2022 21:56:28,Devin L - Dalopi#45146,Johnny M - Johnny#69519,2-1,,1,
5/22/2022 22:04:14,Mitchel S - SpaghettiMitch#18619,John M - theJOHNRAL#59630,2-1,,1,
5/22/2022 22:35:37,John M - theJOHNRAL#59630,Connor H - Rehab628#72974,2-0,,1,
5/22/2022 23:12:55,Randy F - Ezrem#08922,Jake C - the_man_mulcahey#74753,2-1,,1,"Super fun Matches, and chat!"
5/22/2022 23:23:31,Chris Y - Yorke on Games#66909,Connor H - Rehab628#72974,2-1,,1,Jaxis!!
5/22/2022 23:29:46,Russell S - rstad#89052,Jeff H - Cletus Van Dam#26978,2-0,,1,
5/22/2022 23:45:05,Nicholas K - Bionick#55161,Jeremy E - Lhurgoyf#37289,2-1,,1,great match as always!
5/23/2022 0:36:13,Jeremy E - Lhurgoyf#37289,Chris Y - Yorke on Games#66909,2-1,,1,classic grifters vs cats matchup
5/23/2022 0:44:52,Cody-Rayce MG - Rayce#56572,Jeff H - Cletus Van Dam#26978,2-1,,1,ggs! close ones
5/23/2022 1:09:02,Doug Co - daceris#24713,Mitchel S - SpaghettiMitch#18619,2-0,,1,
5/23/2022 3:08:22,Justin P - Code Pigeon#84057,Joel L - Instinctive#21903,2-1,,1,
5/23/2022 3:11:58,Chris P - Joker01#66827,Zeke W - smarmyplatapus#30066,2-0,,1,
5/23/2022 11:10:59,Richard K - preacher26#59445,Ryan W - MuttBunchies#61653,2-1,,1,
5/23/2022 11:33:07,Sam G - drinsanity#06844,Pierre-Marc D - pmduguay#67919,2-0,,1,
5/23/2022 11:55:17,Matt T - Malikari#85656,Chris Y - Yorke on Games#66909,2-1,,1,
5/23/2022 12:24:59,Austin C - theCortine#41513,Mitchel S - SpaghettiMitch#18619,2-0,,1,
5/23/2022 12:45:32,Daniel J - Insequent#82225,Pierre-Marc D - pmduguay#67919,2-1,,1,
5/23/2022 12:46:58,Matt T - Malikari#85656,Jeremy E - Lhurgoyf#37289,2-0,,1,
5/23/2022 13:07:58,Ryan W - MuttBunchies#61653,Nicholas P - Ami3vil?#84889,2-1,,1,
5/23/2022 13:26:38,Harry B - Midnight_0il#97781,Daniel J - Insequent#82225,2-1,,1,
5/23/2022 13:44:57,Austin C - theCortine#41513,Sam G - drinsanity#06844,2-0,,1,
5/23/2022 14:30:33,Daniel J - Insequent#82225,Martin E - Meep#87492,2-1,,1,
5/23/2022 14:39:11,Ryan W - MuttBunchies#61653,Angus M - Sangreen#96305,2-0,,1,
5/23/2022 14:44:26,Jeremy E - Lhurgoyf#37289,Sam G - drinsanity#06844,2-0,,1,ggs
5/23/2022 15:15:28,Emmett F - Sepulchure#51526,John P - gokuorgohome#51511,2-1,,1,
5/23/2022 15:17:39,Ben A - JankInTheTank#50714,Damien F - DamienF16#36049,2-0,,1,
5/23/2022 15:41:11,Jake C - the_man_mulcahey#74753,Dante R - dantesper#59172,2-1,,1,
5/23/2022 15:41:46,Krzys H - FaceBeardMcBeard#24731,Angus M - Sangreen#96305,2-1,,1,
5/23/2022 15:44:50,Damien F - DamienF16#36049,Nicholas P - Ami3vil?#84889,2-0,,1,
5/23/2022 15:48:35,John P - gokuorgohome#51511,Shane K - Malfunktion#31013,2-0,,1,
5/23/2022 16:00:22,Jordan P - chunkieluver53#92811,Damien F - DamienF16#36049,2-0,,1,
5/23/2022 16:16:58,Ben A - JankInTheTank#50714,Angus M - Sangreen#96305,2-0,,1,Pack generated manually by Caleb
5/23/2022 16:16:59,Dante R - dantesper#59172,Krzys H - FaceBeardMcBeard#24731,2-0,,1,
5/23/2022 16:34:40,Harry B - Midnight_0il#97781,Nicholas P - Ami3vil?#84889,2-0,,,
5/23/2022 16:37:34,Damien F - DamienF16#36049,John P - gokuorgohome#51511,2-1,,1,
5/23/2022 16:52:43,Damien F - DamienF16#36049,Harry B - Midnight_0il#97781,2-0,,1,
5/23/2022 16:58:45,Adam S - wizma#29010,Tim H - hanshotf1rst#51070,2-0,,1,Good games 
5/23/2022 17:30:51,Jordan P - chunkieluver53#92811,Sam G - drinsanity#06844,2-1,,1,
5/23/2022 18:42:58,Richard K - preacher26#59445,John B - Vexingcarton#71473,2-1,,1,
5/23/2022 19:27:24,John B - Vexingcarton#71473,Jason M - experientialist#23057,2-0,,1,
5/23/2022 19:55:14,John B - Vexingcarton#71473,Ryan W - MuttBunchies#61653,2-0,,1,
5/23/2022 20:02:12,Jakub K - Terrence McKenna#95766,Jordan P - chunkieluver53#92811,2-1,,1,
5/23/2022 20:34:01,Jordan P - chunkieluver53#92811,Michael M - Atombomb11991#07305,2-0,,1,
5/23/2022 22:02:26,Jay S - trainyaj#13755,Pierre-Marc D - pmduguay#67919,2-0,,1,
5/23/2022 22:08:59,Angus M - Sangreen#96305,Coleman N - avo#92320,2-1,,1,ggs
5/23/2022 23:00:09,Pierre-Marc D - pmduguay#67919,Grey H - grensley#2960,2-1,,1,
5/23/2022 23:35:26,Doug Co - daceris#24713,Sean Sm - UnknownThursday#95034,2-1,,1,
5/24/2022 0:01:57,Cody-Rayce MG - Rayce#56572,Ericsson L - Dimmi#45280,2-0,,1,great Matches
5/24/2022 0:32:23,Shane K - Malfunktion#31013,Sean Sm - UnknownThursday#95034,2-0,,1,
5/24/2022 0:49:13,Doug Co - daceris#24713,Ericsson L - Dimmi#45280,2-0,,1,
5/24/2022 5:06:42,John M - theJOHNRAL#59630,Helge B - turd_burglar#45671,2-0,,1,
5/24/2022 12:38:44,Andrew A - Mapo Dofu#77365,Mike G - eatmecompletely#43399,2-1,,1,
5/24/2022 12:57:37,Pierre-Marc D - pmduguay#67919,Chris R - Sinkwater#27508,2-0,,1,
5/24/2022 13:57:26,Martin E - Meep#87492,Chris R - Sinkwater#27508,2-1,,1,
5/24/2022 14:42:27,Chris R - Sinkwater#27508,Krzys H - FaceBeardMcBeard#24731,2-0,,1,
5/24/2022 14:42:28,Sam G - drinsanity#06844,John B - Vexingcarton#71473,2-0,,1,
5/24/2022 14:51:10,Martin E - Meep#87492,Mike G - eatmecompletely#43399,2-1,,1,
5/24/2022 15:00:00,Joe T - elasticity#07466,Chris R - Sinkwater#27508,2-0,,1,
5/24/2022 15:05:29,Mike G - eatmecompletely#43399,Harry B - Midnight_0il#97781,2-0,,1,
5/24/2022 15:42:44,Cameron K - Camzillanator#66654,John B - Vexingcarton#71473,2-1,,1,
5/24/2022 17:00:52,Marley L - BeautyAndTheGitrog#98732,Shane K - Malfunktion#31013,2-1,,1,
5/24/2022 18:23:03,Ericsson L - Dimmi#45280,Jaidin M - MnemonicDevice#38774,2-0,,1,
5/24/2022 20:17:11,Ericsson L - Dimmi#45280,Edgar A - PlayfulTerror#04926,2-0,,1,
5/24/2022 20:51:11,Cody-Rayce MG - Rayce#56572,Edgar A - PlayfulTerror#04926,2-0,,1,ggs wp!
5/24/2022 22:29:15,Johnny M - Johnny#69519,Maranda L - BlackCanary#59791,2-0,,1,4x mulls...
5/24/2022 22:59:20,Austin C - theCortine#41513,Ade A - Blizz#50660,2-0,,1,
5/24/2022 23:36:23,Edgar A - PlayfulTerror#04926,Joe T - elasticity#07466,2-0,,1,gg's
5/24/2022 23:41:22,Maranda L - BlackCanary#59791,John M - theJOHNRAL#59630,2-0,,1,
5/24/2022 23:47:45,Mike G - eatmecompletely#43399,Sheldon D - downie#26773,2-1,,1,
5/25/2022 0:19:55,Maranda L - BlackCanary#59791,Sean Sm - UnknownThursday#95034,2-1,,1,
5/25/2022 0:57:16,Ericsson L - Dimmi#45280,Jeff H - Cletus Van Dam#26978,2-0,,1,
5/25/2022 12:48:54,Andrew A - Mapo Dofu#77365,Ben A - JankInTheTank#50714,2-0,,1,
5/25/2022 14:28:49,Shuo L - Tamamo#30654,Oskar T - ossytubbi#87966,2-1,,1,
5/25/2022 15:55:11,Justin P - Code Pigeon#84057,Cameron K - Camzillanator#66654,2-1,,1,
5/25/2022 16:26:18,Jake C - the_man_mulcahey#74753,Justin P - Code Pigeon#84057,2-1,,1,
5/25/2022 17:01:53,Patrick M - FullestJ#22936,Mats K - MakroGames#12872,2-1,,1,
5/25/2022 17:25:50,Jake C - the_man_mulcahey#74753,Marley L - BeautyAndTheGitrog#98732,2-1,,1,
5/25/2022 17:38:48,Ryan D - TheSlickness#10857,Mats K - MakroGames#12872,2-0,,1,
5/25/2022 17:56:16,Calvin Z - extrAme#05753,Marley L - BeautyAndTheGitrog#98732,2-1,,1,
5/25/2022 19:43:59,Nik S - njs#50504,Matt T - Malikari#85656,2-0,,1,
5/25/2022 19:57:38,Chris P - Joker01#66827,Shane K - Malfunktion#31013,2-1,,1,
5/25/2022 20:08:44,Shuo L - Tamamo#30654,Devin L - Dalopi#45146,2-1,,1,
5/25/2022 20:39:24,Shuo L - Tamamo#30654,Edgar A - PlayfulTerror#04926,2-1,,1,
5/25/2022 21:09:31,Coleman N - avo#92320,Nik S - njs#50504,2-0,,1,
5/25/2022 21:55:14,Jay S - trainyaj#13755,Joe T - elasticity#07466,2-1,,1,
5/25/2022 22:19:44,Ericsson L - Dimmi#45280,Zeke W - smarmyplatapus#30066,2-1,,1,nervewracking games! GG super fun // originally reported 2-0 - JM
5/25/2022 23:01:55,Jason M - experientialist#23057,Edgar A - PlayfulTerror#04926,2-0,,1,
5/25/2022 23:23:51,Johnny M - Johnny#69519,Patrick M - FullestJ#22936,2-1,,1,
5/25/2022 23:31:38,Sheldon D - downie#26773,Nik S - njs#50504,2-1,,1,
5/26/2022 0:16:02,Steve T - strout#45062,Patrick M - FullestJ#22936,2-1,,1,
5/26/2022 0:54:07,Jeff H - Cletus Van Dam#26978,Steve T - strout#45062,2-1,,1,
5/26/2022 1:37:45,Steve T - strout#45062,Sheldon D - downie#26773,2-1,,1,
5/26/2022 11:44:35,Sean Sp - Talrand#06333,Nguyen L - TheFancyPenguin#82137,2-0,,,
5/26/2022 13:23:23,Andrew A - Mapo Dofu#77365,Olivier F - NephilimOli#21523,2-1,,1,Mana screw wins feel bad :(
5/26/2022 16:04:52,Doug Co - daceris#24713,Dante R - dantesper#59172,2-0,,1,
5/26/2022 17:11:25,Dante R - dantesper#59172,Ben A - JankInTheTank#50714,2-0,,1,
5/26/2022 18:35:00,Justin P - Code Pigeon#84057,Gabe C - Iamgabe#35305,2-0,,1,
5/26/2022 18:44:00,Ericsson L - Dimmi#45280,Ade A - Blizz#50660,2-1,,1,
5/26/2022 19:49:50,Edgar A - PlayfulTerror#04926,Calvin Z - extrAme#05753,2-0,,1,gg's
5/26/2022 19:51:40,Oskar T - ossytubbi#87966,Ade A - Blizz#50660,2-0,,1,
5/26/2022 19:54:27,Adam S - wizma#29010,Gabe C - Iamgabe#35305,2-1,,1,Good games! (Originally entered as Adam vs Adam) 
5/26/2022 21:13:19,Nik S - njs#50504,David R - Roooster#49289,2-0,,1,
5/26/2022 21:35:18,Matt T - Malikari#85656,Austin C - theCortine#41513,2-0,,1,
5/26/2022 21:37:01,Nik S - njs#50504,Zach H - HackZolt#31077,2-0,,1,
5/26/2022 21:54:59,Joe T - elasticity#07466,Sheldon D - downie#26773,2-0,,1,
5/26/2022 22:08:10,David R - Roooster#49289,Patrick M - FullestJ#22936,2-1,,1,Great OP!
5/26/2022 22:27:45,Zach H - HackZolt#31077,David R - Roooster#49289,2-0,,1,
5/26/2022 22:43:13,Sylvain T - Iquitos#15484,Daniel M - HPWizard#40332,2-0,,1,
5/26/2022 22:58:01,Matt T - Malikari#85656,Jason M - experientialist#23057,2-1,,1,
5/26/2022 23:23:33,Sean Sm - UnknownThursday#95034,Sheldon D - downie#26773,2-1,,1,
5/27/2022 0:10:12,Zach H - HackZolt#31077,Sylvain T - Iquitos#15484,2-0,,1,
5/27/2022 0:41:07,Steve T - strout#45062,Zach H - HackZolt#31077,2-0,,1,
5/27/2022 1:28:40,Steve T - strout#45062,Sylvain T - Iquitos#15484,2-1,,,
5/27/2022 7:16:21,Daniel J - Insequent#82225,Daniel M - HPWizard#40332,2-1,,1,
5/27/2022 7:56:41,Daniel J - Insequent#82225,Noel S - Stopgap#13873,2-0,,1,
5/27/2022 10:40:09,Randy F - Ezrem#08922,Tim H - hanshotf1rst#51070,2-1,,1,
5/27/2022 12:19:08,Spencer B - ThePensive#34256,Angus M - Sangreen#96305,2-1,,1,
5/27/2022 13:00:36,Jaidin M - MnemonicDevice#38774,Sean Sp - Talrand#06333,2-0,,1,Double plasma jockey does the trick
5/27/2022 13:43:41,Krzys H - FaceBeardMcBeard#24731,Mats K - MakroGames#12872,2-1,,1,
5/27/2022 13:47:54,Matt T - Malikari#85656,Jaidin M - MnemonicDevice#38774,2-1,,1,
5/27/2022 14:45:51,Helge B - turd_burglar#45671,Jaidin M - MnemonicDevice#38774,2-0,,1,
5/27/2022 15:04:35,Helge B - turd_burglar#45671,Doug Co - daceris#24713,2-0,,1,
5/27/2022 16:37:25,Chris R - Sinkwater#27508,Cameron K - Camzillanator#66654,2-0,,,Manually generated
5/27/2022 16:58:11,Chris P - Joker01#66827,Patrick M - FullestJ#22936,2-0,,1,
5/27/2022 17:01:46,Steve T - strout#45062,Oskar T - ossytubbi#87966,2-0,,1,
5/27/2022 17:57:47,Emmett F - Sepulchure#51526,Carson C - carsoncaruso#98225,2-0,,1,
5/27/2022 18:07:26,Steve T - strout#45062,Jakub K - Terrence McKenna#95766,2-1,,1,
5/27/2022 19:05:34,Caleb G - Whynaut#28590,Jakub K - Terrence McKenna#95766,2-0,,1,
5/27/2022 19:06:34,Daniel J - Insequent#82225,Carson C - carsoncaruso#98225,2-1,,1,
5/27/2022 19:16:34,Olivier F - NephilimOli#21523,Sawyer T - soyboy#35469,2-1,,1,
5/27/2022 19:57:20,Andrew A - Mapo Dofu#77365,Ryan D - TheSlickness#10857,2-0,,1,
5/27/2022 20:01:20,Maxime R - Tasigurr#89921,Zach H - HackZolt#31077,2-0,,1,
5/27/2022 20:11:57,Chris Y - Yorke on Games#66909,Caleb G - Whynaut#28590,2-1,,1,2x Limos!!
5/27/2022 21:34:25,Krzys H - FaceBeardMcBeard#24731,Spencer B - ThePensive#34256,2-0,,,
5/27/2022 22:06:10,Maxime R - Tasigurr#89921,Brian R - admiral_ace#37121,2-1,,1,
5/27/2022 22:43:31,Justin P - Code Pigeon#84057,Ryan D - TheSlickness#10857,2-1,,1,
5/27/2022 22:46:45,Caleb G - Whynaut#28590,Coleman N - avo#92320,2-0,,1,
5/27/2022 23:18:19,Caleb G - Whynaut#28590,Brian R - admiral_ace#37121,2-0,,1,
5/27/2022 23:23:58,Devin L - Dalopi#45146,Russell S - rstad#89052,2-1,,1,
5/27/2022 23:35:58,Chris Y - Yorke on Games#66909,Krzys H - FaceBeardMcBeard#24731,2-0,,,
5/27/2022 23:40:58,Cody-Rayce MG - Rayce#56572,Nicholas K - Bionick#55161,2-1,,1,ggs plasma jockeys >.<
5/27/2022 23:46:35,Connor H - Rehab628#72974,Maxime R - Tasigurr#89921,2-1,,1,
5/27/2022 23:51:12,Caleb G - Whynaut#28590,Justin P - Code Pigeon#84057,2-0,,1,
5/28/2022 0:12:03,Devin L - Dalopi#45146,Nicholas K - Bionick#55161,2-1,,1,
5/28/2022 0:22:22,Russell S - rstad#89052,Chris Y - Yorke on Games#66909,2-0,,1,
5/28/2022 0:44:00,Calvin Z - extrAme#05753,Nicholas K - Bionick#55161,2-1,,1,
5/28/2022 0:48:35,Maxime R - Tasigurr#89921,Michael M - Atombomb11991#07305,2-0,,1,
5/28/2022 0:50:14,Justin P - Code Pigeon#84057,Devin L - Dalopi#45146,2-1,,1,
5/28/2022 1:10:29,Adam S - wizma#29010,Nicholas K - Bionick#55161,2-1,,,Amazing curve out Game 2!
5/28/2022 1:12:10,Coleman N - avo#92320,Chris Y - Yorke on Games#66909,2-1,,1,
5/28/2022 1:20:35,Justin P - Code Pigeon#84057,Michael M - Atombomb11991#07305,2-0,,1,
5/28/2022 2:35:34,Michael M - Atombomb11991#07305,Paul G - TheDragon#61289,2-0,,1,
5/28/2022 3:19:02,Michael M - Atombomb11991#07305,Martin E - Meep#87492,2-0,,1,
5/28/2022 4:51:39,Maxime R - Tasigurr#89921,Paul G - TheDragon#61289,2-0,,1,
5/28/2022 7:39:12,Noel S - Stopgap#13873,Nik S - njs#50504,2-0,,1,
5/28/2022 9:34:01,Noel S - Stopgap#13873,Brian R - admiral_ace#37121,2-0,,1,
5/28/2022 10:22:27,Brian R - admiral_ace#37121,Paul G - TheDragon#61289,2-1,,1,
5/28/2022 10:57:41,Johnny M - Johnny#69519,Paul G - TheDragon#61289,2-1,,1,
5/28/2022 11:18:30,Paul G - TheDragon#61289,Kyle W - EtherEngineer#51748,2-1,,1,
5/28/2022 11:22:36,Sam G - drinsanity#06844,Doug Co - daceris#24713,2-1,,1,
5/28/2022 12:31:09,Nik S - njs#50504,Robby P - Locke_009#22200,2-0,,1,
5/28/2022 12:32:20,Richard K - preacher26#59445,Shuo L - Tamamo#30654,2-0,,1,
5/28/2022 12:45:41,Mike G - eatmecompletely#43399,Jeremy E - Lhurgoyf#37289,2-1,,1,
5/28/2022 13:25:58,Calvin Z - extrAme#05753,Robby P - Locke_009#22200,2-0,,,
5/28/2022 15:24:20,Andrew A - Mapo Dofu#77365,Shuo L - Tamamo#30654,2-1,,1,
5/28/2022 15:34:02,Richard K - preacher26#59445,Jake C - the_man_mulcahey#74753,2-1,,1,
5/28/2022 15:39:20,Ade A - Blizz#50660,Chris P - Joker01#66827,2-1,,1,
5/28/2022 16:12:33,Shuo L - Tamamo#30654,Jason M - experientialist#23057,2-0,,1,
5/28/2022 16:42:36,Edgar A - PlayfulTerror#04926,Doug Co - daceris#24713,2-0,,1,GG's
5/28/2022 17:09:19,Jason M - experientialist#23057,Jake C - the_man_mulcahey#74753,2-1,,1,
5/28/2022 17:36:48,Damian S - ButCrackMagic#71223,Martin E - Meep#87492,2-0,,1,
5/28/2022 17:50:36,Doug Co - daceris#24713,Jason M - experientialist#23057,2-1,,1,
5/28/2022 17:57:29,Ryan D - TheSlickness#10857,Sam G - drinsanity#06844,2-0,,1,
5/28/2022 18:17:03,Sam G - drinsanity#06844,Edgar A - PlayfulTerror#04926,2-0,,1,
5/28/2022 18:42:25,Ade A - Blizz#50660,Christopher G - oompaloompa#65002,2-0,,1,
5/28/2022 18:58:49,Olivier F - NephilimOli#21523,Kyle W - EtherEngineer#51748,2-1,,1,
5/28/2022 20:30:04,Doug Co - daceris#24713,Marley L - BeautyAndTheGitrog#98732,2-0,,1,
5/28/2022 21:16:12,Sawyer T - soyboy#35469,Kyle W - EtherEngineer#51748,2-0,,1,
5/28/2022 21:37:01,Olivier F - NephilimOli#21523,Marley L - BeautyAndTheGitrog#98732,2-1,,,
5/28/2022 22:10:55,Kyle W - EtherEngineer#51748,Jason M - experientialist#23057,2-1,,,
5/28/2022 22:27:18,Jay S - trainyaj#13755,Connor H - Rehab628#72974,2-0,,1,
5/28/2022 22:35:54,Carson C - carsoncaruso#98225,Kyle W - EtherEngineer#51748,2-0,,1,
5/28/2022 23:55:23,Jake C - the_man_mulcahey#74753,Calvin Z - extrAme#05753,2-1,,1,
5/29/2022 0:00:42,Gordon C - Chocobro#30910,Ryan D - TheSlickness#10857,2-0,,1,
5/29/2022 0:47:19,Calvin Z - extrAme#05753,Damian S - ButCrackMagic#71223,2-0,,1,
5/29/2022 1:45:23,Joel L - Instinctive#21903,Ade A - Blizz#50660,2-0,,1,ggs wp
5/29/2022 2:22:14,Helge B - turd_burglar#45671,Joel L - Instinctive#21903,2-1,,1,
5/29/2022 8:13:54,Noel S - Stopgap#13873,Richard K - preacher26#59445,2-1,,1,
5/29/2022 9:57:20,Angus M - Sangreen#96305,Helge B - turd_burglar#45671,2-1,,1,ggs!
5/29/2022 11:18:53,Rafael F - prudent#24319,Coleman N - avo#92320,2-1,,1,
5/29/2022 11:40:52,Martin E - Meep#87492,Sawyer T - soyboy#35469,2-0,,1,
5/29/2022 11:57:04,Ryan W - MuttBunchies#61653,Michael M - Atombomb11991#07305,2-1,,,
5/29/2022 12:37:10,Jordan P - chunkieluver53#92811,John P - gokuorgohome#51511,2-1,,1,
5/29/2022 12:38:51,Coleman N - avo#92320,Daniel M - HPWizard#40332,2-0,,,
5/29/2022 12:39:51,Nik S - njs#50504,Harry B - Midnight_0il#97781,2-1,,1,
5/29/2022 13:26:52,Shuo L - Tamamo#30654,John P - gokuorgohome#51511,2-1,,1,
5/29/2022 13:29:37,Richard K - preacher26#59445,Harry B - Midnight_0il#97781,2-1,,1,
5/29/2022 13:44:18,Rafael F - prudent#24319,Chris P - Joker01#66827,2-1,,1,
5/29/2022 13:49:22,Gordon C - Chocobro#30910,Calvin Z - extrAme#05753,2-0,,,Manually generated stash pack for @gordon c
5/29/2022 14:02:01,Harry B - Midnight_0il#97781,John P - gokuorgohome#51511,2-0,,1,
5/29/2022 14:07:58,Martin E - Meep#87492,Mitchel S - SpaghettiMitch#18619,2-0,,1,
5/29/2022 14:28:39,Harry B - Midnight_0il#97781,Shuo L - Tamamo#30654,2-1,,1,
5/29/2022 14:47:21,Coleman N - avo#92320,Ade A - Blizz#50660,2-0,,,
5/29/2022 14:55:02,Olivier F - NephilimOli#21523,Gordon C - Chocobro#30910,2-1,,1,
5/29/2022 15:20:07,Mitchel S - SpaghettiMitch#18619,Harry B - Midnight_0il#97781,2-1,,1,
5/29/2022 17:20:33,Adam S - wizma#29010,John B - Vexingcarton#71473,2-0,,1,Good games!
5/29/2022 18:22:15,Jordan P - chunkieluver53#92811,Mike G - eatmecompletely#43399,2-0,,1,
5/29/2022 18:39:05,Ericsson L - Dimmi#45280,Nik S - njs#50504,2-1,,1,close ones!
5/29/2022 18:39:25,John P - gokuorgohome#51511,Austin C - theCortine#41513,2-0,,1,
5/29/2022 19:56:29,Maranda L - BlackCanary#59791,Ryan W - MuttBunchies#61653,2-1,,1,
5/29/2022 20:26:54,Chris Y - Yorke on Games#66909,Jordan P - chunkieluver53#92811,2-1,,1,
5/29/2022 22:12:33,Nik S - njs#50504,Andrew A - Mapo Dofu#77365,2-1,,1,
5/29/2022 22:30:15,Emmett F - Sepulchure#51526,Connor H - Rehab628#72974,2-0,,1,
5/30/2022 1:03:21,Sheldon D - downie#26773,Jake C - the_man_mulcahey#74753,2-0,,1,
5/30/2022 1:26:25,Sean Sm - UnknownThursday#95034,Rafael F - prudent#24319,2-0,,1,
5/30/2022 1:54:47,Ericsson L - Dimmi#45280,Sheldon D - downie#26773,2-0,,1,
5/30/2022 13:23:07,Justin P - Code Pigeon#84057,Matt T - Malikari#85656,2-0,,1,
